Q_ID,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol
05_1233,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5
04_1234,10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3
06_1235,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8
04_1236,6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5
06_1237,7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4
06_1238,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8
04_1239,8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6
04_1240,6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8
05_1241,7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3
05_1242,9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8
06_1243,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2
05_1244,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5
06_1245,5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3
05_1246,7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5
05_1247,7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10
05_1248,7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5
06_1249,6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1
06_1250,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9
06_1251,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9
05_1252,7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8
05_1253,7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8
05_1254,7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5
05_1255,7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9
05_1256,6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11
05_1257,7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2
06_1258,7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11
06_1259,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3
06_1260,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3
05_1261,8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3
04_1262,6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2
05_1263,9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8
04_1264,8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6
06_1265,8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8
06_1266,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3
06_1267,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3
06_1268,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4
06_1269,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5
08_1270,5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14
06_1271,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14
06_1272,7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7
05_1273,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2
05_1274,7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3
06_1275,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2
06_1276,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5
04_1277,8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12
06_1278,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7
06_1279,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5
07_1280,9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5
06_1281,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4
06_1282,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4
06_1283,7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9
06_1284,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2
05_1285,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9
05_1286,11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5
06_1287,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4
05_1288,8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13
05_1289,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2
05_1290,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2
05_1291,7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11
06_1292,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9
06_1293,5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4
04_1294,7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7
06_1295,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9
05_1296,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5
05_1297,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5
06_1298,7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1
06_1299,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2
03_1300,7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9
06_1301,5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5
06_1302,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7
06_1303,9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2
05_1304,8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2
05_1305,7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2
05_1306,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8
05_1307,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1
04_1308,6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1
05_1309,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1
05_1310,7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2
05_1311,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8
06_1312,6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8
05_1313,8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5
06_1314,7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1
06_1315,7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1
06_1316,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8
06_1317,5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5
06_1318,9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9
06_1319,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8
06_1320,9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1
05_1321,9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1
06_1322,5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5
05_1323,9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4
07_1324,9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11
06_1325,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
06_1326,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
06_1327,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
06_1328,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
05_1329,6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3
06_1330,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8
06_1331,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8
05_1332,7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2
06_1333,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7
05_1334,9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6
05_1335,7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10
06_1336,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6
05_1337,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5
05_1338,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5
05_1339,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5
06_1340,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
06_1341,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
06_1342,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
06_1343,7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4
06_1344,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
05_1345,11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11
06_1346,8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2
05_1347,6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4
05_1348,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5
05_1349,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5
05_1350,6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8
05_1351,9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10
06_1352,7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8
05_1353,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3
05_1354,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3
05_1355,7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10
05_1356,6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1
05_1357,6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1
06_1358,7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1
05_1359,7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5
06_1360,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333
05_1361,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9
05_1362,8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1
06_1363,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333
04_1364,8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8
06_1365,7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8
05_1366,7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5
05_1367,7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8
06_1368,6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5
06_1369,8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8
04_1370,6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4
05_1371,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2
06_1372,7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6
05_1373,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2
05_1374,7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3
03_1375,6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8
05_1376,7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9
05_1377,8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10
06_1378,5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2
06_1379,7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9
06_1380,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8
06_1381,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8
05_1382,6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6
05_1383,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9
05_1384,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9
05_1385,7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5
05_1386,8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2
05_1387,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6
05_1388,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6
05_1389,6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3
05_1390,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7
06_1391,6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5
05_1392,8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11
05_1393,7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8
05_1394,8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2
05_1395,6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2
06_1396,8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55
05_1397,8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55
05_1398,7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9
07_1399,7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2
06_1400,7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1
05_1401,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9
05_1402,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9
06_1403,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9
08_1404,7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10
06_1405,8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7
07_1406,7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3
06_1407,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9
06_1408,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7
07_1409,8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4
06_1410,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7
06_1411,6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9
06_1412,6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6
06_1413,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9
05_1414,9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1
05_1415,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6
05_1416,6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4
05_1417,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6
07_1418,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1
05_1419,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8
05_1420,7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9
05_1421,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8
05_1422,7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4
06_1423,7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4
04_1424,6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11
06_1425,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6
06_1426,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6
06_1427,7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1
05_1428,7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2
05_1429,7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11
05_1430,7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3
05_1431,7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4
06_1432,7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9
06_1433,5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7
07_1434,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1
06_1435,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9
06_1436,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9
05_1437,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5
05_1438,6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1
05_1439,7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3
06_1440,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0666666666667
07_1441,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3
06_1442,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.56666666666667
05_1443,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
05_1444,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7
06_1445,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1
06_1446,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6
05_1447,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
05_1448,6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7
05_1449,6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7
08_1450,7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3
07_1451,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3
07_1452,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11
07_1453,6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6
05_1454,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9
06_1455,11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9
06_1456,6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9
06_1457,6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55
05_1458,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9
05_1459,8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5
07_1460,7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9
06_1461,6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4
04_1462,6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10
06_1463,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4
06_1464,6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8
05_1465,6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7
05_1466,6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7
07_1467,7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10
04_1468,6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11
07_1469,7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10
03_1470,7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7
05_1471,10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7
05_1472,6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6
06_1473,7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1
05_1474,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11
05_1475,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8
07_1476,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.5666666666667
05_1477,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8
07_1478,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6
03_1479,7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2
05_1480,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6
04_1481,5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1
05_1482,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6
04_1483,7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3
05_1484,8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7
04_1485,6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9
05_1486,7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7
05_1487,6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3
05_1488,6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6
05_1489,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4
06_1490,6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8
06_1491,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4
05_1492,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4
05_1493,6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95
05_1494,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7
07_1495,6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10
06_1496,7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6
05_1497,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7
06_1498,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5
06_1499,6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8
06_1500,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5
05_1501,7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6
05_1502,7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4
05_1503,7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8
06_1504,6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11
06_1505,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4
03_1506,6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95
06_1507,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8
06_1508,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4
06_1509,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6
05_1510,7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1
06_1511,6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7
05_1512,7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8
06_1513,6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4
06_1514,6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5
06_1515,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.23333333333333
06_1516,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25
05_1517,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6
06_1518,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3
05_1519,7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5
05_1520,6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2
06_1521,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3
04_1522,6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05
05_1523,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6
05_1524,6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4
06_1525,6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10
05_1526,6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7
06_1527,6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6
06_1528,7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8
06_1529,7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1
06_1530,7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2
06_1531,6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3
05_1532,6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2
06_1533,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9
05_1534,8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9
07_1535,6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7
06_1536,7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7
06_1537,6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3
06_1538,5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2
05_1539,6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12
05_1540,7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9
